doi,title,abstract,categories,publishedDate,suppItems,assetLink
10.26434/chemrxiv-2025-zd9mr-v5,A Computational Community Blind Challenge on Pan-Coronavirus Drug Discovery Data,"Computational blind challenges offer critical, unbiased assessment opportunities to assess and accelerate scientific progress, as demonstrated by a breadth of breakthroughs over the last decade. We report the outcomes and key insights from an open science community blind challenge focused on computational methods in drug discovery, using lead optimization data from the AI-driven Structure-enabled Antiviral Platform (ASAP) Discovery Consortium’s pan-coronavirus antiviral discovery program, in partnership with Polaris and the OpenADMET project. This collaborative initiative invited global participants from both academia and industry to develop and apply computational methods to predict the biochemical potency and crystallographic ligand poses of small molecules against key coronavirus targets, Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) and Middle East Respiratory Syndrome Coronavirus (MERS-CoV) main protease (Mpro), as well as multiple ADMET assay endpoints, using previously undisclosed comprehensive experimental drug discovery datasets as benchmarks. By evaluating submissions across multiple tasks and compounds, we established performance leaderboards and conducted meta-analyses to assess methodological strengths, common pitfalls, and areas for improvement. This analysis provides a foundation for best practices in real-world machine learning evaluation, grounded in community-driven benchmarking. We also highlight how next-generation platforms, such as Polaris, enable rigorous challenge design, embedded evaluation frameworks, and broad community engagement. This paper reports the collective findings of the challenge, offering a high-level overview of the data, evaluation infrastructure, and top- performing strategies. We further provide context and support for the accompanying papers authored by the challenge participants in this special issue, which explore individual approaches in greater depth. Together, these contributions aim to advance reproducible, trustworthy, and high-impact computational methods in drug discovery, and to explore best practices and pitfalls in future blind challenge design and execution, including planned initiatives for the OpenADMET project.",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Artificial Intelligence,2025-11-07T20:38:08.194Z,"[{'title': 'Supplementary Figures', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690e3028113cc7cfffc216a6/original/supplementary-figures.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690e3027113cc7cfffc21625/original/a-computational-community-blind-challenge-on-pan-coronavirus-drug-discovery-data.pdf
10.26434/chemrxiv-2025-xhhvb-v2,Characterizing RNA Tetramer Conformational Landscape Using Explainable Machine Learning,"The conformational flexibility of RNA molecules enables them to play vital physiological roles, including carrying genetic information, catalyzing reactions, and forming organelles. However, this structural diversity complicates the quantitative sampling of their conformational landscape, even for simple single-stranded RNA tetramers. We show that combining explainable artificial intelligence (XAI) with enhanced sampling algorithms can effectively explore the complex free energy landscapes of RNA tetramers. Our simulations capture key conformational states, such as stacked, intercalated, nucleobase-flipped, and random coil structures, while reproducing unbiased populations with much less computational effort than conventional molecular dynamics. This data-driven approach distinguishes several metastable states that are often indistinguishable in standard analysis. Additionally, our interpretable machine learning framework identifies key torsion angles driving slow transitions and those responsible for unphysical intercalated structures, paving the way for improvements in nucleic acid force fields.",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Machine Learning; Artificial Intelligence,2025-11-07T11:55:14.424Z,"[{'title': 'Supporting Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6908809def936fb4a20bb487/original/supporting-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6908809def936fb4a20bb47e/original/characterizing-rna-tetramer-conformational-landscape-using-explainable-machine-learning.pdf
10.26434/chemrxiv-2025-64fcb-v3,Deep Learning vs Classical Methods in Potency & ADME Prediction: Insights from a Computational Blind Challenge,"Reliable prediction of compound potency and ADME profile is crucial in drug discovery.  With the recent surge of AI and deep learning frameworks, it remains unclear whether these modern techniques offer statistically significant improvement over the well-established classical methods. The 2025 ASAP-Polaris-OpenADMET Antiviral Challenge provided a unique benchmarking opportunity to address this question, joined by over 65 teams of computational scientists worldwide. Our submissions were among the top performers in terms of Pearson r correlation, ranked first in pIC50 prediction for SARS-CoV-2 Mpro and fourth in aggregated ADME.  In this work, we present a retrospective analysis of our modeling strategies and highlight our lessons learned. Through rigorous statistical benchmarking, we demonstrate that while classical methods remain highly competitive for predicting potency, modern deep learning algorithms significantly outperformed traditional machine learning in ADME prediction. We also illustrate the importance of appropriate data curation and the benefits of leveraging public datasets via feature augmentation. Finally, we outline current limitations and identify future opportunities, including the integration of structure-guided modeling. Overall, these results not only provide practical guidance for building robust predictive models but also offer valuable insights in the field of computational drug discovery.",Theoretical and Computational Chemistry; Biological and Medicinal Chemistry; Computational Chemistry and Modeling; Machine Learning; Artificial Intelligence,2025-11-07T09:30:31.887Z,"[{'title': 'Supporting Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6908c359ef936fb4a217c390/original/supporting-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6908c359ef936fb4a217c384/original/deep-learning-vs-classical-methods-in-potency-adme-prediction-insights-from-a-computational-blind-challenge.pdf
10.26434/chemrxiv-2025-vmr1q,RxnNet: An AI Framework for Reaction Mechanism Discovery - A Case Study of Carbocations,"Understanding complex chemical reaction cascades remains a major challenge in chemistry. Scalable investigation of their thermodynamic and kinetic properties requires the use of automated reaction prediction tools, which is a rapidly growing area in the study of chemical reactivity. However, the systematic exploration of intricate reaction networks involving highly reactive intermediates continues to pose significant difficulties. Here, we introduce RxnNet, a novel artificial intelligence-assisted platform for the automated prediction of chemical reaction mechanisms. RxnNet integrates heuristic rules with domain-specific chemical knowledge including stereochemistry, regiochemistry, conformational preferences, and isotope labeling, to construct mechanistically informed reaction networks. These networks are represented as graphs and are coupled with on-the-fly quantum chemical evaluations to identify all feasible intermediates and transition states. In this work, we apply RxnNet to carbocation chemistry, a notoriously complex and computationally demanding type of reaction. We demonstrate the method’s capabilities by analyzing three multistep reactions with known mechanisms, each of which poses significant challenges even for expert computational and synthetic chemists. RxnNet provides a robust approach for uncovering reaction mechanisms, which can accelerate the understanding and design of transformations in complex chemical systems. ",Theoretical and Computational Chemistry; Organic Chemistry; Computational Chemistry and Modeling; Artificial Intelligence,2025-11-05T12:49:05.412Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690510f6ef936fb4a2a1cfc0/original/rxn-net-an-ai-framework-for-reaction-mechanism-discovery-a-case-study-of-carbocations.pdf
10.26434/chemrxiv-2025-vhvgh,ChemReactLLM: A Multimodal Large Language Model for Catalyst-Driven Organic Reaction Prediction and Optimization,"Organic synthesis relies heavily on the effective selection and optimization of catalysts, a process often limited by empirical and time-consuming trial-and-error approaches. This work introduces ChemReactLLM, a multimodal large language model designed to transform catalyst-driven organic reaction prediction and optimization. ChemReactLLM integrates a foundation language model with a specialized ReactAdapter for molecular structure embedding and a Text–Structure Cross-Attention Block that fuses textual experimental conditions with graph-based structural representations. Trained on a large multimodal dataset, the model predicts reaction outcomes, infers catalyst structure–activity relationships, and supports inverse catalyst design. Experiments demonstrate superior performance in yield prediction and robust generalization to unseen reactions. ChemReactLLM also provides mechanistic interpretability and chemically consistent reasoning, highlighting its potential to accelerate catalyst discovery and advance data-driven organic synthesis.",Theoretical and Computational Chemistry; Artificial Intelligence,2025-11-05T05:19:07.866Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6903fc59113cc7cfff217f3a/original/chem-react-llm-a-multimodal-large-language-model-for-catalyst-driven-organic-reaction-prediction-and-optimization.pdf
10.26434/chemrxiv-2025-9mggj-v2,ChemTorch: A Deep Learning Framework for Benchmarking and Developing Chemical Reaction Property Prediction Models,"Modeling of chemical reactions is essential for understanding kinetic mechanisms and predicting possible outcomes of reacting systems. Quantum mechanical calculations are accurate but often prohibitively expensive.  Deep learning has emerged as a faster alternative, but progress is slowed by a fragmented software ecosystem that hinders reuse, fair comparison, and reproducibility. We present ChemTorch, an open-source framework that streamlines model development, experimentation, hyperparameter tuning, and benchmarking through modular pipelines, standardized configuration, and built-in data splitters for in- and out-of-distribution evaluation.  We envision ChemTorch as a foundation for community-driven method development and reproducible benchmarking in chemical reaction modeling. As a first step toward unified benchmarks, we compare four representative modalities for barrier-height prediction on the RDB7 dataset, including fingerprint-, sequence-, graph-, and 3D-based approaches.  Our results highlight clear advantages of structurally informed models and sharp performance drops under out-of-distribution conditions, highlighting the importance of rigorous benchmarking.",Theoretical and Computational Chemistry; Machine Learning; Artificial Intelligence,2025-11-04T10:19:19.832Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690357d9a482cba122e366b6/original/chem-torch-a-deep-learning-framework-for-benchmarking-and-developing-chemical-reaction-property-prediction-models.pdf
10.26434/chemrxiv-2025-w1wsh,Bayesian Optimization for Biochemical Discovery with LLMs,"Incorporating prior domain knowledge into Bayesian optimization (BO) remains difficult for statistical methods, which also typically suffer from limited interpretability. Large language models (LLMs) offer complementary strengths in reasoning and knowledge integration, but it remains unclear when and how they improve BO. We address this gap through a systematic analysis of the success and failure modes of LLM-enabled approaches to BO and propose strategies to overcome their limitations. Two types of scientific tasks are benchmarked: molecular optimization using string-based representations and optimization of four-residue binding motifs within proteins. In the molecular task, we find that poor data comprehension and the limited ability to process large in-context data hinder LLM performance. Accordingly, we propose an agentic workflow that orchestrates chemical tools and statistical BO and show its effectiveness. In the protein task, reasoning LLMs prove effective at domain knowledge-based hypothesis generation, improving optimization performance while providing interpretable design strategies. Across both domains, we observe a tendency for LLMs to overfixate on irrelevant context, where withholding information paradoxically improves performance. These results clarify the conditions under which LLMs enhance BO and suggest hybrid approaches that combine statistical rigor with LLM-enabled reasoning and interpretability.",Theoretical and Computational Chemistry; Biological and Medicinal Chemistry; Materials Science; Bioinformatics and Computational Biology; Artificial Intelligence; Chemoinformatics - Computational Chemistry,2025-11-04T05:55:20.824Z,"[{'title': 'Appendix', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69028f65a482cba122c9dfbb/original/appendix.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69028bd1ef936fb4a216199a/original/bayesian-optimization-for-biochemical-discovery-with-ll-ms.pdf
10.26434/chemrxiv-2025-kc7sn-v2,Artificial Intelligence for Direct Prediction of Molecular Dynamics Across Chemical Space,"Molecular dynamics (MD) is a powerful tool for exploring the behavior of atomistic systems, but its reliance on sequential numerical integration limits simulation efficiency. We present MDtrajNet-1, a foundational AI model that directly generates MD trajectories across chemical space, bypassing force calculations and integration. This approach accelerates simulations by up to two orders of magnitude compared to traditional MD, even those enhanced by machine-learning interatomic potentials. MDtrajNet-1 combines equivariant neural networks with a Transformer-based architecture to achieve strong accuracy and transferability in predicting long-time trajectories for both known and unseen systems. Remarkably, the errors of the trajectories generated by MDtrajNet-1 for various molecular systems are close to those of the conventional ab initio MD. The model’s flexible design supports diverse application scenarios, including different statistical ensembles, boundary conditions, and interaction types. By overcoming the intrinsic speed barrier of conventional MD, MDtrajNet-1 opens new frontiers in efficient and scalable atomistic simulations.",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Machine Learning; Artificial Intelligence,2025-11-03T09:05:24.626Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6901af1eef936fb4a2ed5522/original/artificial-intelligence-for-direct-prediction-of-molecular-dynamics-across-chemical-space.pdf
10.26434/chemrxiv-2025-8swnn,Design of Hybrid Quasi-2D Perovskite Ligands to Improve Stability,"Quasi-two-dimensional (Q2D) metal-halide perovskites hold great promise for optoelectronic applications through their unique ability to accommodate bulky organic ligands while maintaining structural flexibility, offering advantages over conventional 3D perovskites that are constrained by strict tolerance factors. Nevertheless, contemporary ligand design remains severely limited by trial-and-error experimentation and conservative heuristics, with fewer than 100 ligands experimentally validated and minimal understanding of structure-stability relationships. Here, we address this gap through a high-throughput computational framework that systematically evaluated over 10,000 ligands on n=3 Ruddlesden–Popper Q2D perovskites using molecular dynamics simulations, generating the largest dataset of stable and unstable ligand examples to date. Machine learning classifiers trained on this comprehensive dataset achieve 97\% accuracy in predicting ligand stability, correctly identifying all experimentally validated ligands while revealing key design principles including the critical roles of side-chain bulk, linker geometry, and body unit positioning. Comparative analysis with n=1 2D perovskites demonstrates that Q2D structures accommodate ligands differently due to stress mitigation from multiple intervening layers, establishing dimension-specific design rules. This framework provides a transformative approach to accelerated ligand discovery, demonstrating that the viable design space for Q2D perovskites vastly exceeds current experimental exploration.",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Theory - Computational; Machine Learning; Materials Chemistry,2025-11-08T21:19:17.286Z,"[{'title': 'Supporting Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69048f08113cc7cfff41e2ef/original/supporting-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69048dacef936fb4a27cd12a/original/design-of-hybrid-quasi-2d-perovskite-ligands-to-improve-stability.pdf
10.26434/chemrxiv-2025-68g6s,Machine Learning-Accelerated Path Integral Molecular Dynamics and 13C NMR Simulations Unlock New Insights Into Quantum Effects in C60 Fullerene,"A definitive answer on the existence and magnitude of the negative thermal expansion (NTE) and its effect on 13C nuclear magnetic resonance (NMR) signature in C60 fullerene has been previously demonstrated using quantum-mechanical treatments of thermal rovibrational motion. This approach, while accurate, is computationally expensive and lacks the implementation of dispersion corrections, limiting its scope for exploring the influence of such effects on the observed NTE. Alternative methods, such as ab initio path integral molecular dynamics (PIMD), are more flexible but remain computationally expensive, especially when combined with 13C NMR parameter calculations. To overcome these limitations, we introduce an accurate and efficient neural network–based approach that combines machine learning interatomic potentials (MLIPs) with an NMR machine learning (NMR-ML) model. The MLIPs enable machine learning PIMD (MLPIMD) simulations, while the NMR-ML model computes 13C isotropic magnetic shielding, σiso, directly from MLPIMD snapshots. We perform temperature-dependent MLPIMD simulations with MLIPs trained at different levels of theory. In all cases, NTE is observed, and the results reveal how both dispersion and basis set choices influence its magnitude. Furthermore, we confirm that NTE cannot be observed using classical MD simulations, highlighting its quantum-mechanical origin. To further tests our approach, we investigate 13C NMR, by performing 13C σiso calculations for the three C60 isotopomers, including one with 13C at a site shared by one pentagon and two hexagons, one with two 13C at a C–C bond shared by two hexagons, and one with two 13C at a C–C bond shared by a hexagon and a pentagon. The results show a good agreement with the experimental data, highlighting the accuracy of our approach. This work demonstrates that ML-accelerated simulations enable accurate and efficient modeling of thermally activated quantum mechanical phenomena.",Theoretical and Computational Chemistry; Physical Chemistry; Materials Science; Carbon-based Materials; Machine Learning; Quantum Mechanics,2025-11-06T05:20:44.128Z,"[{'title': 'Supporting Information for ""Machine Learning-Accelerated Path Integral Molecular Dynamics and 13C NMR Simulations Unlock New Insights Into Quantum Effects in C60 Fullerene""', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690a0c71a482cba122fa96b9/original/supporting-information-for-machine-learning-accelerated-path-integral-molecular-dynamics-and-13c-nmr-simulations-unlock-new-insights-into-quantum-effects-in-c60-fullerene.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6909f3e4113cc7cfff07d43a/original/machine-learning-accelerated-path-integral-molecular-dynamics-and-13c-nmr-simulations-unlock-new-insights-into-quantum-effects-in-c60-fullerene.pdf
