doi,title,abstract,categories,publishedDate,suppItems,assetLink
10.26434/chemrxiv-2025-rq1vl-v2,Large-Scale Virtual Screening Identifies Novel Allosteric Modulators of TIMP2: A Computational Approach to Enhancing Neuroplasticity,"TIMP2 (Tissue Inhibitor of Metalloproteinase-2) plays a crucial role in hippocampal neuroplasticity and cognitive function through MMP-independent signaling. Despite its therapeutic promise, TIMP2 has long been considered 'undruggable' due to its cryptic surface topology and lack of canonical active sites.  We present a novel computational pipeline integrating CNS-filtered virtual screening, ADMET and toxicity filtering, and allosteric site targeting to identify small-molecule modulators of TIMP2. Using a representative sampling of over 500,000 ligands from the ZINC20 database, we performed structure-based docking against two putative allosteric sites (a canonical MMP-2-facing surface and a newly characterized cryptic cleft). Visualization via PyMOL revealed plausible binding conformations supporting selective engagement with the cryptic allosteric pocket.  Our findings challenge the notion of TIMP2 as an undruggable protein and establish a reproducible framework for targeting low-tractability proteins through AI-assisted virtual screening and multi-objective optimization.  ",Theoretical and Computational Chemistry; Biological and Medicinal Chemistry; Drug Discovery and Drug Delivery Systems; Artificial Intelligence; Chemoinformatics - Computational Chemistry,2025-11-14T21:48:35.595Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69163c94ef936fb4a210c572/original/large-scale-virtual-screening-identifies-novel-allosteric-modulators-of-timp2-a-computational-approach-to-enhancing-neuroplasticity.pdf
10.26434/chemrxiv-2025-d1j8k,Uncovering Internal Prediction Mechanisms of Transformer-Based Chemical Foundation Models,"Supervised deep learning has become a standard approach to deliver competitive predictive tools that allow relating the structure of molecules and their physicochemical features to properties such as binding to protein targets, performance as electronic materials, and reactivity. However, efforts to understand how these models learn and how specific predictions can be explained are still limited in chemistry, which hinders trust in these predictions. To overcome both the current widespread approach of considering supervised deep learning models as black boxes and the limitations of explainable deep learning based on feature attribution, we introduce two general methods from the field of mechanistic interpretability to molecular property prediction. Specifically, we leverage ablation and adapt existing techniques into the regression lens to inspect model predictions of the Transformer-based ChemBERTa foundation model. Our results for 3 ChemBERTa-based models finetuned on distinct datasets allow us to propose the internal mechanisms operable within each of the corresponding model layers that lead to the final predictions. Our results are a stepping stone towards more trustworthy deep learning models in the molecular domain.",Theoretical and Computational Chemistry; Machine Learning; Artificial Intelligence; Chemoinformatics - Computational Chemistry,2025-11-14T12:27:47.959Z,"[{'title': 'Electronic Supporting Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/691256ca65a54c2d4a8afd57/original/electronic-supporting-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69125482a10c9f5ca19f9443/original/uncovering-internal-prediction-mechanisms-of-transformer-based-chemical-foundation-models.pdf
10.26434/chemrxiv-2025-jbq19,MolCraftDiffusion: 3D Molecular Generation Framework for Data-driven Molecular Applications,"Equivariant diffusion models have recently been explored for 3D molecular structure generation, yet their practical deployment is hindered by two major challenges: the high cost of training and the lack of standardized guidance methods to steer generation toward desired geometries or properties. Existing guidance approaches are typically task-specific, limiting general applicability. We introduce MolCraftDiffusion, a generative AI framework for building and adapting molecular diffusion models to data-driven applications in computational chemistry. As part of the package, we implement curriculum learning, a progressive chemical complexity learning approach that we apply to construct a pre-trained diffusion model on 3D molecular structure datasets compiled from multiple sources. This pre-trained model circumvents the need for costly full training whenever applied to a different application. The framework also includes modular guidance diffusion methods to guide the generation toward chemically relevant problems, such as maintaining a specific 3D chemical structure and specific molecular properties. Structure guidance uses molecular inpainting (systematic exploration of structural variants around a reference molecule) and outpainting (extending existing molecules with new chemical groups). Target guidance employs gradient-based and classifier-free methods to direct generation toward molecules with desired physicochemical properties, enabling applications. We illustrate these guidance generation capabilities across various computational chemistry tasks such as virtual library construction and inverse molecular design. This framework is implemented as a comprehensive software package that aims to facilitate accessible adoption of 3D molecular generation models. The codebase, pre-trained models, and examples are available at: https://github.com/pregHosh/MolCraftDiffusion and https://huggingface.co/pregH/MolecularDiffusion.",Theoretical and Computational Chemistry; Machine Learning; Artificial Intelligence; Chemoinformatics - Computational Chemistry,2025-11-10T11:53:06.203Z,"[{'title': 'Supporting Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6909ea4b113cc7cfff04cf51/original/supporting-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6909e50fef936fb4a23df237/original/mol-craft-diffusion-3d-molecular-generation-framework-for-data-driven-molecular-applications.pdf
10.26434/chemrxiv-2025-zsqqm,Steering Ultrafast Photochemical Reactions Beyond the Transition-State Limit by Tailored Field,"Photochemical reactions are often hindered by activation barriers in the excited
state, a limitation exacerbated by the complex redistribution of intramolecular vibrational energy across multiple reaction coordinates. To overcome this challenge,
we present a theoretical framework that integrates local control theory (LCT) with
machine-learning nonadiabatic molecular dynamics (ML-NAMD) to design optimal
laser pulse shapes combining ultraviolet (UV) and infrared (IR) components. Using
2,3-diazabicyclo[2.2.2]oct-2-ene (DBO) as a model system, we demonstrate that the
tailored electric field significantly accelerates photodissociation and enhances product
yield. Remarkably, the reaction proceeds not via the conventional transition state
pathway but through a higher-energy intermediate configuration, enabled by the fieldinduced selective excitation of specific vibrational modes. This nonequilibrium route
effectively bypasses the intrinsic barrier, promoting efficient reaction dynamics. The optimized field maintains its efficacy even at low temperatures, underscoring its robustness
against thermal fluctuations. Our approach provides a practical strategy for controlling photochemical transformations, with an analytically parametrized pulse form theoretical to experimental implementation and extension to diverse photochemical systems",Theoretical and Computational Chemistry; Theory - Computational; Machine Learning,2025-11-14T13:07:21.985Z,"[{'title': 'Computational details, machine learning framework, results from ring-polymer surface hop\x02ping dynamics simulations illustrating the evolution of electronic populations, and accom\x02panying geometric and kinetic analyses.', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69129832ef936fb4a284f5c0/original/computational-details-machine-learning-framework-results-from-ring-polymer-surface-hop-ping-dynamics-simulations-illustrating-the-evolution-of-electronic-populations-and-accom-panying-geometric-and-kinetic-analyses.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6912947565a54c2d4a927276/original/steering-ultrafast-photochemical-reactions-beyond-the-transition-state-limit-by-tailored-field.pdf
10.26434/chemrxiv-2025-g9sb9-v2,Unified Graph-based Interatomic Potential for Perovskite Structure Optimization,"Halide perovskites (HaPs) hold immense potential for applications such as optoelectronics and catalysis. Their vast compositional space, spanning bulk alloys, defects, impurities, surfaces, and surface defects, poses significant challenges for efficient exploration and optimization. To address this, we trained a unified graph-based deep learned interatomic potential capable of optimizing and predicting energetics across these diverse structural motifs and navigating the complex potential energy surface (PES). Using a comprehensive density functional theory dataset of HaP structures, which includes bulk alloys, native and impurity defects, and surface slabs, we rigorously trained and benchmarked the M3GNet-based machine learning interatomic potential (IAP). The M3GNet-IAP framework, trained on DFT-calculated energies, forces, and stresses, enables gradient-based optimization and efficient exploration of the PES. Our models, trained on a dataset of∼12,000 HaP structures across diverse structural do- mains, demonstrated robust generalizability across the complex PES, achieving low er- rors (energies(E): 3.7 meV/atom; forces(f): 16.5 meV/Å; stresses(σ): 5.5 MPa), and accurately predicting formation energies, decomposition energies, defect energies, and surface energies. Our unified surrogate model provides a holistic approach to geometry optimization across different structural variations in HaPs and will be transformative for the discovery of promising new compositions, important defects and dopants, and surface properties.",Theoretical and Computational Chemistry; Materials Science; Machine Learning,2025-11-14T10:44:15.747Z,"[{'title': 'Supplementary Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69120436ef936fb4a271ec24/original/supplementary-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69120436ef936fb4a271ec19/original/unified-graph-based-interatomic-potential-for-perovskite-structure-optimization.pdf
10.26434/chemrxiv-2025-rd9v8,Bayesian Uncertainty Quantification and Sensitivity Analysis for the H₂ + OH → H₂O + H Reaction: A Comprehensive Comparison of Ten Kinetic Studies,"Abstract
The reaction H₂ + OH → H₂O + H is fundamental to hydrogen combustion, atmospheric chemistry, and energy systems. Despite numerous experimental studies, comprehensive statistical comparison with modern uncertainty quantification has been lacking. This study presents a systematic analysis of ten independent kinetic investigations (1981-2021) spanning 200-3044 K, employing multiple complementary approaches: (1) comparative statistical analysis of modified Arrhenius expressions from diverse experimental methods; (2) Bayesian uncertainty quantification determining posterior distributions with decomposed measurement and inter-study variability; (3) parameter sensitivity analysis; (4) machine learning validation; and (5) temperature-zone optimization. Bayesian analysis reveals 14.6% average uncertainty with excellent agreement (CV 10-20%) at combustion conditions (800-2000 K). Sensitivity analysis demonstrates that activation energy (Ea) dominates at low temperatures (T < 700 K, sensitivity >5), while the temperature exponent (n) becomes critical above 1500 K. We provide application-specific recommendations: atmospheric chemistry (Atkinson et al., 2004; Sutherland et al., 1996), combustion modeling (Yang et al., 2021), and high-temperature applications (Hong et al., 2010). Machine learning models achieve R² > 0.999 for interpolation but confirm modified Arrhenius expressions remain superior for extrapolation. All analysis code, datasets, and Bayesian posteriors are provided open-source. This comprehensive evaluation establishes robust uncertainty bounds for a critical elementary reaction and demonstrates the value of Bayesian methods in chemical kinetics.
Keywords: Chemical kinetics, hydrogen combustion, Bayesian analysis, uncertainty quantification, sensitivity analysis, Arrhenius equation
",Theoretical and Computational Chemistry; Physical Chemistry; Chemical Engineering and Industrial Chemistry; Computational Chemistry and Modeling; Machine Learning; Chemical Kinetics,2025-11-12T10:18:12.586Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690d8165113cc7cfffaecff8/original/bayesian-uncertainty-quantification-and-sensitivity-analysis-for-the-h2-oh-h2o-h-reaction-a-comprehensive-comparison-of-ten-kinetic-studies.pdf
10.26434/chemrxiv-2025-2zdsw,The Interaction of Hydrogen with Iron under High Pressure and Temperature,"Adsorbed hydrogen (Had) plays a critical role in Fe-catalyzed processes such as the synthesis of ammonia. We have developed a constant-pressure molecular dynamics simulations to investigate the interaction of a dense hot hydrogen gas with the (110) iron surface at the operando conditions of pressures above 150 bar and temperatures larger than 700 K. In order to carry out this study, we have constructed a machine learning potential that is able to describe with ab initio accuracy the chemical processes that take place in this system. The Fe(110) surface, chosen for this study, is the most stable one and it is believed to be catalytically relevant. Upon impinging on the surface, the H2  molecule can dissociate and in turn the Had  atoms can diffuse, recombine and eventually return to the gas-phase. At operando conditions, a dynamical equilibrium between all these processes is established, leading to a hydrogen coverage that remains below saturation, pointing to reduced inhibition of the co-reactant adsorption. On the surface, the Had atoms are highly mobile, occasionally making short-lived subsurface excursions. We compute a large number of properties finding satisfactory agreement with experiments when available.",Theoretical and Computational Chemistry; Catalysis; Computational Chemistry and Modeling; Machine Learning; Heterogeneous Catalysis,2025-11-11T11:32:23.257Z,"[{'title': 'The Interaction of Hydrogen with Iron under High Pressure and Temperature. Supplementary Material', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690b8acfa482cba12240ed26/original/the-interaction-of-hydrogen-with-iron-under-high-pressure-and-temperature-supplementary-material.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690b86dca482cba122404cdb/original/the-interaction-of-hydrogen-with-iron-under-high-pressure-and-temperature.pdf
10.26434/chemrxiv-2025-v5p9h,Multilevel Adaptive and Recursive Grid Refinement for Accelerating Post-Analysis of Machine-Learned Electron Densities,"Machine learning (ML) models can rapidly predict electron densities but often lack the precision required for quantitative quantum chemical analysis. We introduce MARGR, a fully adaptive numerical framework that refines ML-predicted densities on tailored grids to achieve high-fidelity integration. By recursively subdividing regions where the density or its gradient exceeds a learned threshold, MARGR enables accurate computation of key chemical properties—including molecular volumes, van der Waals surfaces, and exchange-correlation energies—directly from standard uniform-grid ML outputs. This data-driven approach demonstrates that adaptive integration is essential for bridging the gap between fast ML predictions and chemically accurate electronic structure analysis.",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Machine Learning,2025-11-11T11:24:52.182Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690b8acc113cc7cfff510ef2/original/multilevel-adaptive-and-recursive-grid-refinement-for-accelerating-post-analysis-of-machine-learned-electron-densities.pdf
10.26434/chemrxiv-2025-78p4q,"Data-driven exploration of AB2X4 (X = O, S, Se, Te) spinel chemical space","The discovery of materials has long been a fundamental building block for technological advancement, yet traditional trial-and-error methods are slow and costly to meet the growing demand for novel functionality, particularly in green energy technologies, energy storage, and electronics.  In response to this challenge, high-throughput screening and data-driven workflows that combine computational simulations, machine learning models, and materials databases have emerged as powerful tools for accelerating materials discovery. Spinels (AB2X4) stand out as a versatile class of materials with applications ranging from energy storage to catalysis. However, their full compositional space remains largely unexplored. In this work, we present a data-driven framework to identify potentially synthesisable spinel compounds composed of the first 83 elements in the periodic table with oxygen (O2-) and three chalcogen anions (S2-, Se2-, Te2-). Over 30,000 charge-balanced and chemically plausible candidates, including inverse spinels, were sequentially filtered based on the stability, structural feasibility, and electronic properties criteria. Our workflow integrates materials databases, empirical heuristic rules, and machine learning predictions to efficiently reduce the candidate pool. As a result, 2,303 novel spinel candidates were identified from this workflow, offering a diverse subset of target compounds for further investigation.",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Machine Learning,2025-11-10T13:04:58.275Z,"[{'title': 'Data-driven exploration of AB2X4 (X=O, S, Se, Te) spinel chemical space', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690a1a6aa482cba122fd3d02/original/data-driven-exploration-of-ab2x4-x-o-s-se-te-spinel-chemical-space.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/690a1482113cc7cfff0ce006/original/data-driven-exploration-of-ab2x4-x-o-s-se-te-spinel-chemical-space.pdf
10.26434/chemrxiv-2025-6b644,Expanding the chemical space of ionic liquids using conditional variational autoencoders,"Ionic liquids (ILs) are salts set apart by their low melting points and can act as highly tuneable solvents with broad application potential, for example as catalysts, in batteries, and for drug delivery. The potential chemical space of ILs is vast, with only a very small region having been explored to date. Machine learning offers a promising approach to advance into this vast space of unexplored ILs; however, existing IL databases contain limited ion diversity, constraining the performance of generative models. To address this, we introduce conditional variational autoencoders (CVAEs) and a novel ion scoring method as a conditioning factor. The ion score prioritises ions with a higher likelihood of forming low-melting-point ILs. Our CVAEs effectively generate novel and diverse cations and anions. Furthermore, we constructed a melting point prediction model to identify cation-anion pairs that are likely to yield ILs with low melting points. Visualisation of the generated ILs alongside existing ones reveals that our approach effectively expands the chemical space of ILs with novel structures. Molecular dynamics simulations further validate that 13/15 of the generated ILs possess desirable low melting points (<373 K). The associated code is available at github.com/fate1997/ILGen-ion.",Theoretical and Computational Chemistry; Machine Learning; Chemoinformatics - Computational Chemistry; Materials Chemistry,2025-11-10T09:41:09.493Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6909c083113cc7cffffc2961/original/expanding-the-chemical-space-of-ionic-liquids-using-conditional-variational-autoencoders.pdf
