doi,title,abstract,categories,publishedDate,suppItems,assetLink
10.26434/chemrxiv-2025-zd9mr,A Computational Community Blind Challenge on Pan-Coronavirus Drug Discovery Data,"Computational blind challenges offer critical, unbiased assessment opportunities to assess and accelerate scientific progress, as demonstrated by a breadth of breakthroughs over the last decade. We report the outcomes and key insights from an open science community blind challenge focused on computational methods in drug discovery, using lead optimization data from the AI-driven Structure-enabled Antiviral Platform (ASAP) Discovery Consortium’s pan-coronavirus antiviral discovery program, in partnership with Polaris and the OpenADMET project. This collaborative initiative invited global participants from both academia and industry to develop and apply computational methods to predict the biochemical potency and crystallographic ligand poses of small molecules against key coronavirus targets, Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) and Middle East Respiratory Syndrome Coronavirus (MERS-CoV) main protease (Mpro), as well as multiple ADMET assay endpoints, using previously undisclosed comprehensive experimental drug discovery datasets as benchmarks. By evaluating submissions across multiple tasks and compounds, we established performance leaderboards and conducted meta-analyses to assess methodological strengths, common pitfalls, and areas for improvement. This analysis provides a foundation for best practices in real-world machine learning evaluation, grounded in community-driven benchmarking. We also highlight how next-generation platforms, such as Polaris, enable rigorous challenge design, embedded evaluation frameworks, and broad community engagement. This paper reports the collective findings of the challenge, offering a high-level overview of the data, evaluation infrastructure, and top- performing strategies. We further provide context and support for the accompanying papers authored by the challenge participants in this special issue, which explore individual approaches in greater depth. Together, these contributions aim to advance reproducible, trustworthy, and high-impact computational methods in drug discovery, and to explore best practices and pitfalls in future blind challenge design and execution, including planned initiatives for the OpenADMET project.",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Artificial Intelligence,2025-07-25T09:37:46.167Z,"[{'title': 'Supplementary Figures', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6878d5a2fc5f0acb52aad7df/original/supplementary-figures.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6878bef4fc5f0acb52a813f5/original/a-computational-community-blind-challenge-on-pan-coronavirus-drug-discovery-data.pdf
10.26434/chemrxiv-2025-xqmt3,Robust Prediction of Protein–Ligand Binding Potency with Multi-Modal Customized Gate Control ,"The main protease (Mpro) is a critical target in the design of antiviral drugs against coronaviruses, while accurately predicting the binding affinity between small molecules and this target remains a key challenge. In the recent Polaris challenge of blind drug-potency prediction targeting SARS-CoV-2 and MERS-CoV Mpro, we developed a multi-modal multi-task graph attention network based on the customized gate control framework (abbreviated as MultiMolCGC). Our team achieved top performance among all participating teams in the blind prediction challenge. In this paper, we detail the model development and further explorations in terms of pretraining, adjusting the model architecture, and many others. Our model consistently outperforms traditional machine learning baselines, demonstrating the effectiveness of end-to-end deep learning in capturing complex molecular interactions. Integrating multi-modal representations proved essential, and the multi-task specialized gating architecture outperformed both single-task and non-specialized multi-task variants, highlighting the value of tailored knowledge sharing. While auxiliary loss weighting and hyperparameter tuning offered modest improvements, incorporating predicted structural data unexpectedly reduced performance, likely due to structural uncertainty. Notably, pretraining on large-scale synthetic docking datasets significantly enhanced performance in low-data scenarios, reducing dependence on experimental pIC50 data. The numerical results highlight the potential of MultiMolCGC as a robust and accurate deep-learning framework for protein-ligand binding in future study. ",Theoretical and Computational Chemistry; Physical Chemistry; Biological and Medicinal Chemistry; Bioinformatics and Computational Biology; Drug Discovery and Drug Delivery Systems; Artificial Intelligence,2025-07-23T11:12:02.586Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687ba8fbfc5f0acb5206c033/original/robust-prediction-of-protein-ligand-binding-potency-with-multi-modal-customized-gate-control.pdf
10.26434/chemrxiv-2025-gnf13-v3,Aitomia: Your Intelligent Assistant for AI-Driven Atomistic and Quantum Chemical Simulations,"We have developed Aitomia – a platform powered by AI to assist in performing AI-driven atomistic and quantum chemical (QC) simulations. This evolving intelligent assistant platform is equipped with chatbots and AI agents to help experts and guide non-experts in setting up and running atomistic simulations, monitoring their computational status, analyzing simulation results, and summarizing them for the user in both textual and graphical forms. We achieve these goals by exploiting large language models that leverage the versatility of our MLatom ecosystem, supporting AI-enhanced computational chemistry tasks ranging from ground-state to excited-state calculations, including geometry optimizations, thermochemistry, and spectral calculations. The multi-agent implementation enables autonomous executions of the complex computational workflows, such as the computation of the reaction enthalpies. Aitomia is the first intelligent assistant publicly accessible online on a cloud computing platform for atomistic simulations of broad scope (Aitomistic Hub at https://aitomistic.xyz). It may also be deployed locally as described at http://mlatom.com/aitomia. Aitomia is expected to lower the barrier to performing atomistic simulations, thereby democratizing simulations and accelerating research and development in relevant fields.",Theoretical and Computational Chemistry; Artificial Intelligence,2025-07-23T10:47:49.678Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687ee36e728bf9025e95174f/original/aitomia-your-intelligent-assistant-for-ai-driven-atomistic-and-quantum-chemical-simulations.pdf
10.26434/chemrxiv-2025-sbc0c,Closing the synthesis gap in computational materials design,"Data-driven strategies are reshaping computational materials design by accelerating the prediction of novel compounds with targeted functionalities. Beyond high-throughput screening, the integration of generative artificial intelligence enables exploration across vast chemical spaces comprising millions of known and hypothetical materials. This abundance of candidates presents a challenge: identifying which candidate compounds are not only low in energy, but also synthetically accessible. We assess advances towards closing this synthesis gap for inorganic crystals. These include the incorporation of thermodynamic potentials (from internal energies at 0 K to Gibbs free energies), crucial for evaluating phase stability and reaction driving forces, chemical heuristics (from charge neutrality to electronegativity rules), and machine learning models (from positive–unlabelled learning to large language models) to guide compound selection and prioritisation. Looking forward, the development of more robust synthesisability metrics, synthesis planning tools, and agentic workflows integrating experimental feedback will narrow the divide between virtual screening and real-world materials realisation.",Theoretical and Computational Chemistry; Physical Chemistry; Computational Chemistry and Modeling; Artificial Intelligence; Physical and Chemical Processes; Materials Chemistry,2025-07-22T12:56:02.048Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687ce72323be8e43d628846f/original/closing-the-synthesis-gap-in-computational-materials-design.pdf
10.26434/chemrxiv-2025-kgb3s-v2,"Explainable artificial intelligence for materials
discovery: application to catalysts for the HER
and ORR","The extraordinary progress of strategies coupling ab initio calculations and machine learning (ML) has opened the door for both fast and accurate chemical/physical properties predictions and for the virtual design of materials. However, these techniques are very often used as a ""black box"" with the sole objective of obtaining high accuracy with scarce or no special attention on how ML models obtain their predictions.  This can be improved by leveraging explainability of ML models, which, at the same time, would increase the chance of ML to offer new insights into the chemistry and physics of materials. Hence, the next generation of ML models in these realms must guarantee explainability by embedding explainable artificial intelligence (XAI) tools into their pipelines. Specifically, ML-assisted materials discovery and design can take great advantage of the use of XAI. Enabling explanations would increase the impact of these approaches by providing not only a set of candidates, but also insights into what makes a given material better than others. With this in mind, on the example of heterogeneous catalysts for the hydrogen production and energy generation, here we propose a novel strategy for materials design based on counterfactuals explanations. We were able to find materials featuring properties close to the design targets that were later validated with density functional theory calculations. Explanations were devised by comparing original samples, counterfactuals, and discovered candidates. Such explanations allowed us to unveil subtle relationships between the most relevant features, other, in principle, less important features, and the target property.  This work provides an alternative to already available designing strategies, such as high-throughput screening or generative models, but that, for the first time, incorporates explainability as its main driving mechanism.",Theoretical and Computational Chemistry; Materials Science; Catalysis; Computational Chemistry and Modeling; Artificial Intelligence,2025-07-22T05:11:19.895Z,"[{'title': 'Supplementary Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687a1b70728bf9025e1b131c/original/supplementary-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687a1b70728bf9025e1b1313/original/explainable-artificial-intelligence-for-materials-discovery-application-to-catalysts-for-the-her-and-orr.pdf
10.26434/chemrxiv-2025-w2kgt-v3,Graph-based prediction of reaction barrier heights with on-the-fly prediction of transition states,"The accurate prediction of reaction barrier heights is crucial for understanding chemical reactivity and guiding reaction design. Recent advances in machine learning (ML) models, particularly graph neural networks, have shown great promise in capturing complex chemical interactions. Here, directed message-passing neural networks (D-MPNNs) on graph overlays of the reactant and product structures were shown to provide promising accuracies for reaction property prediction. They rely solely on molecular graph changes as input and thus require no additional information during inference. However, the reaction barrier height intrinsically depends on the conformations of the reactants, transition state, and products, which are not taken into account in standard D-MPNNs. In this work, we present a hybrid approach where we combine the power of D-MPNNs predicting barrier heights with generative models predicting transition state geometries on-the-fly for organic reactions. The resulting model thus only requires two-dimensional graph information as input, while internally leveraging three-dimensional information to increase accuracy. We furthermore evaluate the influence of additional physical features on D-MPNN models of reaction barrier heights, where we find that additional features only marginally enhance predictive accuracy and are especially helpful for small datasets. In contrast, our hybrid graph/coordinate approach reduces the error of barrier height predictions for the two investigated datasets RDB7 and RGD1.",Theoretical and Computational Chemistry; Machine Learning; Artificial Intelligence; Chemoinformatics - Computational Chemistry,2025-07-22T04:48:52.265Z,"[{'title': 'Supplementary information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687a0d8d728bf9025e19ecdd/original/supplementary-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687a0d8d728bf9025e19ecd0/original/graph-based-prediction-of-reaction-barrier-heights-with-on-the-fly-prediction-of-transition-states.pdf
10.26434/chemrxiv-2025-wmxtm,EquiNet: Modeling Vapor-Liquid Equilibrium Using Simultaneous Neural-Network Predictions for Activity Coefficient and Vapor Pressure,"In this work, we present a robust neural network model for predicting phase equilibria in novel binary systems through the estimation of activity coefficients, which are central to separation processes. By integrating thermodynamic consistencies and embedding equations of state, our model enforces Gibbs-Duhem relations to ensure physically realistic predictions. It also internally predicts component vapor pressures from limited data, enabling accurate activity coefficient predictions even for chemicals that lack tabulated vapor pressure values. With only SMILES representations, liquid-phase composition, and temperature data as inputs, the model demonstrates strong predictive performance, surpassing conventional methods such as UNIFAC and even the state-of-the-art HANNA model across a broad spectrum of binary mixtures. Our results further highlight the value of incorporating extended datasets made accessible through the model’s internal vapor pressure prediction module, enabling broader applicability without sacrificing accuracy. Through a rigorous comparison of various thermodynamic functional forms, we illustrate the impact of physically grounded architectures on model performance. Finally, we introduce a public benchmark dataset for phase-equilibria prediction, providing a foundation for further development and transparent evaluation of machine learning approaches in thermodynamic modeling.",Theoretical and Computational Chemistry; Chemical Engineering and Industrial Chemistry; Machine Learning; Chemoinformatics - Computational Chemistry; Thermodynamics (Chem. Eng.),2025-07-25T12:59:44.137Z,"[{'title': 'Supporting Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687c6998fc5f0acb5218476e/original/supporting-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/687c6819728bf9025e52e755/original/equi-net-modeling-vapor-liquid-equilibrium-using-simultaneous-neural-network-predictions-for-activity-coefficient-and-vapor-pressure.pdf
10.26434/chemrxiv-2025-f52qs,Learning Crystallographic Disorder: Bridging Prediction and Experiment in Materials Discovery,"Recent computational materials discovery efforts have led to an enormous number of predictions of previously unknown, potentially stable inorganic, crystalline compounds. In particular, both high-throughput screenings and generative models have benefited tremendously from recent advances in computational resources and available data. However, these efforts are currently limited to predicting pristine crystalline materials. As a consequence, many of these predictions cannot be realized in experiments, where kinetic effects, defects, and crystallographic disorder can be crucial. To address this shortcoming, the current work aims to introduce disorder into computational materials discovery with machine learning (ML) based classification models. Trained on the inorganic crystal structure database (ICSD), these classifiers capture the chemical trends of crystallographic disorder and estimate the prevalence of disorder in computational databases produced by the Materials Project or Graph Networks for Materials Science (GNoME) initiatives. This opens the door towards disorder-aware computational materials discovery workflows, bridging the gap between prediction and experiment",Theoretical and Computational Chemistry; Machine Learning; Materials Chemistry,2025-07-25T06:30:51.024Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/68813131fc5f0acb529d317d/original/learning-crystallographic-disorder-bridging-prediction-and-experiment-in-materials-discovery.pdf
10.26434/chemrxiv-2025-jft1k,ML/MM toolkit – Towards Accelerated Mechanistic Investigation of Enzymatic Reactions,"Quantum mechanics/molecular mechanics (QM/MM) methods have long been used to analyze enzymatic reaction mechanisms in silico. While treating the active site with QM and the remainder with MM reduces the computational cost, the inherently high computational cost of the QM calculation is still a major limitation for their application to a wide variety of enzymes. Replacing QM with machine-learning (ML) interatomic potentials yields ML/MM approaches that can further reduce computational cost while retaining accuracy.
　Here, we developed ML/MM toolkit, an open-source collection of a core implementation of the ML/MM methods, ML/MM calculator, and associated command-line tools, employing Meta’s Universal Model for Atoms (UMA) as the ML interatomic potentials. This toolkit streamlines the workflow necessary for the enzymatic reaction mechanism analyses such as energy minimization, transition-state (TS) search, and vibrational analysis to calculate the reaction free energy (∆G) and activation free energy (∆G‡) for a given enzyme–substrate complex structure. A link atom boundary treatment is implemented to include amino-acid residues in the ML region and full-system Hessians are available for TS searches and vibrational analyses. To accelerate TS searches in systems comprising ≈ 10,000 atoms, we developed a Partial Hessian Guided Dimer (PHG-Dimer) method that uses the active-site Hessian to determine initial dimer orientation. We also integrated a mass-scaled flattening loop to suppress spurious imaginary modes. A test calculation on an enzymatic Claisen rearrangement reproduced its experimental and high-level QM/MM activation barriers to within a few kcal mol−1, while a full reaction-path workflow completed in under two hours on a single consumer GPU. Collectively, the ML/MM toolkit makes enzymatic mechanistic investigations more accessible.",Theoretical and Computational Chemistry; Biological and Medicinal Chemistry; Catalysis; Computational Chemistry and Modeling; Machine Learning; Biocatalysis,2025-07-24T08:50:43.062Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/686d4aeae1957b8c61d005f0/original/ml-mm-toolkit-towards-accelerated-mechanistic-investigation-of-enzymatic-reactions.pdf
10.26434/chemrxiv-2025-jmzwn,Combining Geometry and Topology for Accurate Protein Solubility Prediction,"Protein solubility is a key consideration for the production of proteins at industrial scales. Due to the complex and nonlinear nature of the physical processes involved in protein solubility, existing models exhibit poor predictive performance, necessitating costly trial-and-error experiments. We introduce TopoFormer, a novel combined topological-geometric equivariant neural network model capable of predicting binary protein solubility from OpenFold predicted 3D structural data. To train the TopoFormer model, the 3DProtSolDB structural dataset was created from OpenFold predictions of experimental protein solubility measurements in the literature. Concurrently, we assembled the 3DProtSolDB-Expt dataset from corresponding structures in the RCSB PDB. The 3DProtSolDB-Expt dataset was used to train TopoCoder, a topological embedding model that captures secondary structure shape information. The resultant embeddings and corresponding 3DProtSolDB structures were used to train the TopoFormer model. The trained TopoFormer model achieves state-of-the-art accuracies on a held-out test set. Additionally, model interpretability analyses reveal that the TopoFormer model acquires key physical insights into solvation behavior. These techniques are used to analyze the solubility of carbonic anhydrase mutants as reported in the literature. We find that metrics from the TopoFormer model correlate well with water survival probabilities from mo-lecular dynamics simulations, highlighting the utility of the trained model in guiding the rational design of soluble mutants.",Theoretical and Computational Chemistry; Biological and Medicinal Chemistry; Chemical Engineering and Industrial Chemistry; Bioinformatics and Computational Biology; Computational Chemistry and Modeling; Machine Learning,2025-07-24T07:57:01.358Z,"[{'title': 'Supplementary Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/68800cfffc5f0acb527f7722/original/supplementary-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685aceb73ba0887c3357ae41/original/combining-geometry-and-topology-for-accurate-protein-solubility-prediction.pdf
