doi,title,abstract,categories,publishedDate,suppItems,assetLink
10.26434/chemrxiv-2025-hgdnn,AI-Assisted Identification and Validation of Non-Covalent Inhibitors of SARS-CoV-2 Main Protease (Mpro) via Generative Design and Physics-Based Simulations,"The emergence of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) underscored the urgent need for effective antiviral therapies. The SARS-CoV-2 main protease (Mpro) remains a critical target due to its essential role in cleaving replicase polyproteins into functional non-structural proteins required for viral replication. Its unique substrate specificity, evolutionary conservation among coronaviruses, and evolutionary divergence from human cysteine proteases make it a high-priority antiviral target. Here, we describe an integrated in silico platform, MedGraphTM, combining AI-based generative modeling, structure-guided docking, molecular dynamics (MD) simulations, and free energy perturbation (FEP) calculations to identify potential non-covalent Mpro inhibitors. Five de novo ligands were prioritized using a GPU-accelerated docking protocol into the substrate-binding cleft of Mpro (PDB: 7RFW), focusing on engagement with the catalytic dyad (Cys145-His41), followed by machine learning–aided multiparameter optimization and 100 ns MD simulations for dynamic assessment. To evaluate chemical novelty, the CHEESE tool was employed for Morgan fingerprint-based and electrostatics-based similarity analyses against Enamine and ZINC15 libraries, confirming the uniqueness of the prioritized scaffolds.Benchmarking against the COVID Moonshot dataset further confirmed low scaffold overlap, with maximum Tanimoto similarity values ≤0.35, highlighting exploration of underrepresented regions of chemical space. The resulting candidates therefore combine pharmacophoric anchoring with scaffold novelty, providing both therapeutic promise and intellectual property differentiation. Independently, identified hits demonstrated strong and stable binding, favorable thermodynamic profiles, and complementarity with conserved Mpro residues. The distinct chemotypes observed suggest synthetic novelty and potential tractability. This study demonstrates the utility of MedGraph™ in coupling AI-based generative modeling with physics-driven simulations to accelerate antiviral discovery and providing a generalizable framework for the iterative optimization of structurally diverse and pharmacologically tractable inhibitors.",Theoretical and Computational Chemistry; Machine Learning; Artificial Intelligence; Chemoinformatics - Computational Chemistry,2025-11-26T07:26:47.838Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69203015a10c9f5ca1fc3235/original/ai-assisted-identification-and-validation-of-non-covalent-inhibitors-of-sars-co-v-2-main-protease-mpro-via-generative-design-and-physics-based-simulations.pdf
10.26434/chemrxiv-2025-rq1vl-v5,Large-Scale Virtual Screening Identifies Novel Allosteric Modulators of TIMP2: A Computational Approach to Enhancing Neuroplasticity,"TIMP2 (Tissue Inhibitor of Metalloproteinase-2) plays a crucial role in hippocampal neuroplasticity and cognitive function through MMP-independent signaling. Despite its therapeutic promise, TIMP2 has long been considered 'undruggable' due to its cryptic surface topology and lack of canonical active sites. We present a comprehensive computational pipeline integrating CNS-filtered virtual screening, orthogonal ADMET/toxicity validation, and allosteric site targeting to identify small-molecule modulators of TIMP2. Screening ~600,000 CNS-filtered compounds from ZINC20 against a cryptic N-terminal allosteric site (Val6, Leu100, Phe103) identified 178 compounds with favorable drug-like properties. Orthogonal validation using ProTox-III refined this to 154 highest-confidence candidates (Tier 1A) validated across multiple computational toxicology platforms. Site selectivity analysis revealed 99.5% preference for the primary allosteric pocket, establishing it as the dominant binding site for therapeutic intervention. Chemical diversity analysis identified 15 distinct scaffold families spanning both halogenated (26.6%) and non-halogenated (73.4%) chemotypes, demonstrating multiple viable strategies for achieving CNS penetration with clean safety profiles. Our findings challenge the notion of TIMP2 as an undruggable protein and provide 154 experimentally-ready chemical starting points for therapeutic development targeting neuroplasticity and cognitive enhancement.",Theoretical and Computational Chemistry; Biological and Medicinal Chemistry; Drug Discovery and Drug Delivery Systems; Artificial Intelligence; Chemoinformatics - Computational Chemistry,2025-11-26T06:40:14.208Z,"[{'title': 'Supplemental Materials', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69201766ef936fb4a2d76405/original/supplemental-materials.zip'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69201766ef936fb4a2d763fc/original/large-scale-virtual-screening-identifies-novel-allosteric-modulators-of-timp2-a-computational-approach-to-enhancing-neuroplasticity.pdf
10.26434/chemrxiv-2025-kcds4,Can machine learning predict the space group preference of organic molecules?,"Crystal structure prediction (CSP) is a valuable computational technique used to anticipate the likely crystal structures of a compound of interest. These methods have been proven useful in research and development of pharmaceutical solid forms and in guiding the discovery of materials with targeted properties. Despite success of CSP in these areas, its widespread application remains limited by computational cost. One approach to reduce the computational cost of CSP is to limit the search space of generated crystal structures; it is common practice to limit the search to a selection of the most frequently-observed space groups, with the associated risk of excluding the space group of an observed crystal structure. As an attempt to reduce computational cost and ambiguity when choosing a set of space groups for CSP, we investigate the use of machine learning models to predict the most likely space group(s) of a given organic molecule. We find that both random forests and graph neural networks provide accuracies far above random, and better than what is achieved by selecting based on the overall space group frequencies observed for organic molecular crystals. The best model, using a graph neural network, achieves a maximum accuracy of 47.2% for single (top-1) space group prediction, which is an improvement of 8.2% above the reference. This model was trained with 3-dimensional molecular information, which improved accuracies compared to a model trained with only 2-dimensional bonding information. Furthermore, we found that random forest models performed best when both chemical and geometric molecular features are included in training, which indicates that both are important in defining a molecule’s preferred space groups.",Theoretical and Computational Chemistry; Machine Learning; Artificial Intelligence; Chemoinformatics - Computational Chemistry; Materials Chemistry,2025-11-25T14:09:39.129Z,"[{'title': 'supplementary information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/691f236965a54c2d4ab41efa/original/supplementary-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/691e10b5ef936fb4a272f0d9/original/can-machine-learning-predict-the-space-group-preference-of-organic-molecules.pdf
10.26434/chemrxiv-2025-db0m9,Controllable Molecular Generation with Fine-tuned Flow-matching Model,"Three-dimensional molecular generative models have emerged that produce de novo molecules both unconditionally and conditionally, e.g., within protein pockets. However, steering those models in a specific region of the chemical space that satisfies a set of desired properties remains challenging. In this study, we introduce a flexible reinforcement learning method for flow-matching based generative models, allowing the velocity field to be refined according to a user-defined reward function. In contrast to a pure conditional generation setup, where the set of conditions must be decided a priori, this framework allows fine-tuning of any unconditional or conditional model, reflecting a more realistic scenario where the target properties to be optimized often vary and are typically case-specific. This also enables joint optimization of continuous and discrete features in flow-matching models for the first time. Through extensive experiments across diverse optimization scenarios, we demonstrate that models trained with this strategy (agents) consistently outperform baseline approaches (priors) when evaluated against the target design criteria.",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Machine Learning; Artificial Intelligence,2025-11-25T12:45:09.922Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/691f2d1cef936fb4a2ad9381/original/controllable-molecular-generation-with-fine-tuned-flow-matching-model.pdf
10.26434/chemrxiv-2025-rs07k,Autonomous Universal Research Assistant (AURA): Agentic AI meets nanoHUB's FAIR Workflows and Data,"Agentic artificial intelligence (AI) is poised to redefine how science is conducted, automating not just data analysis but the entire research lifecycle, from hypothesis generation to validation. Yet most current AI agents remain domain-bound, tailored to specific applications such as materials synthesis or quantum chemistry, limiting their applicability and impact. We introduce AURA, a multi-agent, autonomous research assistant that integrates a large language model (LLM) with nanoHUB's open scientific ecosystem, encompassing over 340 FAIR-compliant simulation tools and 1.6 million data points contributed by its users. Unlike prior systems, AURA dynamically discovers and orchestrates simulations and data through runtime metadata reasoning, enabling seamless execution of research plans that span multiple disciplines. As nanoHUB expands, AURA automatically integrates newly published simulation tools and associated datasets, learning their services and requirements from their metadata. Through case studies in protein folding, high-pressure materials properties, and the prediction of melting temperatures of high-entropy alloys, we demonstrate AURA's capacity for scientific ideation and planning, adaptive workflow composition, and autonomous execution. Since simulation results are automatically stored for every simulation executed in nanoHUB, AURA naturally learns from prior work, including negative results, to optimize simulation setups. AURA reproduced a recently published result in minutes, a 10x speedup over advanced users with computational and domain expertise. AURA marks a step toward general-purpose, scalable, and expandable AI research assistants capable of accelerating discovery in the physical and life sciences.",Theoretical and Computational Chemistry; Artificial Intelligence; Chemoinformatics - Computational Chemistry,2025-11-25T09:59:52.325Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/691e4b62ef936fb4a28038d7/original/autonomous-universal-research-assistant-aura-agentic-ai-meets-nano-hub-s-fair-workflows-and-data.pdf
10.26434/chemrxiv-2025-b1m2q,Augmenting Large Language Models for Automated Discovery of f-Element Extractants,"Efficient separation of f-elements is a critical challenge for a wide range of emerging technologies. The chemical similarity among these elements makes the development of selective solvent extraction reagents both slow and difficult. Here, we present a quasi-autonomous, AI-enabled workflow for the design and computational screening of selective extractant ligands. Molecular design is guided by SAFE-MolGen, a large language model-based agentic system that leverages curated extraction data to propose new ligands and preliminarily rank their performance using a supervised machine learning model trained on experimental datasets to consider the impact of realistic experimental conditions. Promising human-approved ligands are then passed to a second automated pipeline that constructs three-dimensional metal-ligand complexes and performs quantum mechanical free energy calculations to directly assess metal selectivity. We demonstrate this approach for Am(III)/Eu(III) separations and report several newly designed ligands predicted to exhibit higher Am(III)/Eu(III) selectivity than the benchmark extractant CyMe4BTBP. This workflow accelerates computational exploration of the molecular space in this data-sparse field and provides a general strategy for the rapid generation and evaluation of novel lanthanide (Ln) and actinide (An) extractants. ",Theoretical and Computational Chemistry; Inorganic Chemistry; Chemical Engineering and Industrial Chemistry; Lanthanides and Actinides; Computational Chemistry and Modeling; Artificial Intelligence,2025-11-25T04:58:02.657Z,"[{'title': 'Supporting Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/691e0e10ef936fb4a272a292/original/supporting-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/691e0a2cef936fb4a2723575/original/augmenting-large-language-models-for-automated-discovery-of-f-element-extractants.pdf
10.26434/chemrxiv-2025-xn2mp-v2,Practical integration of machine learning into ab initio calculations and workflows: Accelerating the SCF cycle via density matrix predictions,"Data-driven approaches offer great potential for accelerating ab initio electronic structure calculations of molecules and materials but their transferability is often limited due to the vast amount of data needed for training, including when addressing the need to fine-tune universal models for each specific system to be studied. Here, we demonstrate how contributions from system-specific electronic structure machine learning (ESML) models may be combined (“stitched”) to deliver density matrices of entire systems of interest, improving the initial guess for the self-consistent field cycle and delivering gains in computational efficiency. The “stitching” of density matrices is demonstrated for sequential calculations, such as geometry optimization and molecular dynamics, and we show that the synergistic use of ESML models and density matrix extrapolation algorithms can accelerate standard computational calculations. The algorithms are demonstrated for test cases relating to water clusters and a methane clathrate cage, with the benefits discussed. The future opportunities for hybrid quantum mechanical and ML (QM/ML), and also ML/ML paradigms, are broad-ranging with significant computational speed-up attainable.",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Theory - Computational; Machine Learning,2025-11-30T03:51:31.848Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6924603ba10c9f5ca187461d/original/practical-integration-of-machine-learning-into-ab-initio-calculations-and-workflows-accelerating-the-scf-cycle-via-density-matrix-predictions.pdf
10.26434/chemrxiv-2025-khkg1,Multiscale machine learning prediction of infrared spectra of solvated molecules,"We introduce a multiscale machine-learning molecular dynamics (MD) strategy for simulating infrared spectra of solvated molecules. Our approach integrates an efficient sampling of environmental configurations with a hierarchical model that predicts forces and dipole moments as analytical derivatives of the energy, allowing IR spectra simulations from MD trajectories. Solvent effects are incorporated through a molecular mechanics (MM) representation of the environment embedded within the ML description of the solute. Applied to representative bio-related systems, the resulting ML/MM framework reproduces experimental spectra with high fidelity and accurately captures solvent-driven vibrational shifts. This approach provides a computationally efficient and robust route for describing solvent effects in vibrational spectroscopy.",Theoretical and Computational Chemistry; Physical Chemistry; Computational Chemistry and Modeling; Machine Learning; Spectroscopy (Physical Chem.),2025-11-28T13:12:57.372Z,"[{'title': 'Supplementary Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69257b0065a54c2d4a90d3a7/original/supplementary-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6925723da10c9f5ca1a4d24e/original/multiscale-machine-learning-prediction-of-infrared-spectra-of-solvated-molecules.pdf
10.26434/chemrxiv-2025-68g6s-v2,Machine Learning Accelerated Path Integral Molecular Dynamics and 13C NMR Simulations Unlock New Insights Into Quantum Effects in C60 Fullerene,"A definitive answer on the existence and magnitude of the negative thermal expansion (NTE) and the 13C nuclear magnetic resonance (NMR) signature in C60 fullerene has been previously demonstrated using quantum-mechanical treatments of thermal rovibrational motion. This approach, while accurate, is computationally expensive, lacks the implementation of dispersion corrections, and is fundamentally limited to systems with well-defined equilibrium geometries and sufficiently strong restoring forces, making it inapplicable to weakly bound van der Waals complexes. Alternative methods, such as ab initio path integral molecular dynamics (PIMD), are more flexible but remain computationally expensive, especially when combined with calculations of 13C NMR parameters. To overcome these limitations, we introduce an accurate and efficient neural network-based approach that combines machine learning interatomic potentials (MLIPs) with an NMR machine learning (NMR-ML) model. MLIPs enable machine learning PIMD (MLPIMD) simulations, while the NMR-ML model computes 13C isotropic magnetic shielding, σiso, directly from MLPIMD snapshots. We perform temperature-dependent MLPIMD simulations with MLIPs trained at different levels of theory. In all cases, NTE is observed, and the results reveal how both dispersion effects and atomic basis set choices influence its magnitude. Furthermore, we confirm that NTE is a quantum-mechanical phenomenon and, hence, classical MD simulations cannot reproduce it. To further test our approach, we investigate fully quantum-mechanical secondary isotope shifts of 13C NMR magnetic shielding due to the isotope change from 12C to 13C of the immediate neighbor with hexagon-hexagon or hexagon-pentagon bond with the observed nucleus. The results show a good agreement with the experimental data, highlighting the accuracy of our approach. This work demonstrates that ML-accelerated simulations enable accurate and efficient modeling of thermally activated quantum mechanical phenomena.",Theoretical and Computational Chemistry; Physical Chemistry; Materials Science; Carbon-based Materials; Machine Learning; Quantum Mechanics,2025-11-28T12:40:31.716Z,"[{'title': 'Supplementary Information for ""Machine Learning-Accelerated Path Integral Molecular Dynamics and 13C NMR Simulations Unlock New Insights Into Quantum Effects in C60 Fullerene""', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69254e3965a54c2d4a8c72e9/original/supplementary-information-for-machine-learning-accelerated-path-integral-molecular-dynamics-and-13c-nmr-simulations-unlock-new-insights-into-quantum-effects-in-c60-fullerene.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/69254e3965a54c2d4a8c72dc/original/machine-learning-accelerated-path-integral-molecular-dynamics-and-13c-nmr-simulations-unlock-new-insights-into-quantum-effects-in-c60-fullerene.pdf
10.26434/chemrxiv-2025-d423c,Impact of surface vacancies on the dynamics of metal atoms on reducible oxides: An enhanced sampling study with machine-learned potentials for Pt1/TiO2,"Surface vacancies play an important role in the chemistry of reducible oxides such as TiO2. It has been shown through experiments and quantum chemistry calculations that surface vacancies can trap precious metal atoms more effectively than pristine surfaces. In this study, we perform nanosecond timescale molecular dynamics (MD) and metadynamics simulations at 1000 K to probe the evolution of platinum metal atoms adsorbed at or adjacent to cationic and anionic surface vacancies on rutile titania (110). To this end, we employ machine learned interatomic potentials (MLIPs) that are iteratively trained on density functional theory (DFT) data. MD simulations show that Pt atom motion is subdiffusive across both anionic and cationic vacancies, indicating that these sites are thermally stable. Near-linear O-Pt-O motifs, found in earlier studies to be stable on the pristine surface of TiO2 are no longer stable in the vicinity of a vacancy. We utilize well-tempered, multiple walker metadynamics to map the free energy landscape of Pt migration out of the vacancy sites. The free energy barriers to Pt migration are highest for the cationic vacancy, followed by bridging oxygen and basal oxygen vacancies. The fact that Pt at the cationic vacancy site is most stable is encouraging because it has also been shown to be one of the most active sites for reactions such as CO oxidation.",Theoretical and Computational Chemistry; Catalysis; Computational Chemistry and Modeling; Machine Learning; Heterogeneous Catalysis; Materials Chemistry,2025-11-28T09:52:34.907Z,"[{'title': 'Supplementary Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6924bc30ef936fb4a26ea9be/original/supplementary-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6924b8c065a54c2d4a7ace91/original/impact-of-surface-vacancies-on-the-dynamics-of-metal-atoms-on-reducible-oxides-an-enhanced-sampling-study-with-machine-learned-potentials-for-pt1-ti-o2.pdf
