doi,title,abstract,categories,publishedDate,suppItems,assetLink
10.26434/chemrxiv-2025-bb1bx,BitterTranslate: A Natural Language Processing and Machine Learning-based Framework for Mapping Bitter Taste Receptor Agonism,"Bitter taste receptors (TAS2Rs) are G protein-coupled receptors (GPCRs) expressed on the tongue and by many extraoral tissues. Identifying TAS2R ligands is an area of interest for improving bitter-drug compliance, treating various illnesses, and studying the receptors’ extraoral functions. Although machine learning, emerging as a promising tool for drug discovery, can in theory be used for predicting TAS2R activators, obtaining high-quality features from which the machine learning model can learn is time-intensive and reliant on specialized software. This work explores the potential of transformers (a neural network architecture that has revolutionized natural language processing-based tasks and is a powerful tool for extracting features from sequential biomolecular and chemical data) in computer-aided drug design, specifically for predicting potential ligands for TAS2R activation. We developed BitterTranslate, a screening algorithm to predict TAS2R agonists based solely on a Simplified Molecular-Input Line-Entry System (SMILES) string of the ligand and the amino acid sequence of the TAS2R. Bidirectional Encoder Representations from Transformers (BERT) models trained on small molecules and GPCRs were used to extract ligand and receptor features. An XGBoost classifier was pre-trained on a large GPCR–ligand dataset and fine-tuned on the smaller TAS2R–ligand dataset. The algorithm predicts ligand associations with an 80% precision and 65% recall across all TAS2Rs and an 83% precision and 88% recall for the top receptor, TAS2R14. Since BitterTranslate performs reasonably well for TAS2Rs for which the data is scarce, it can be expected to perform even better for other more populated families of GPCRs with more ligand information available.",Theoretical and Computational Chemistry; Biological and Medicinal Chemistry; Machine Learning; Artificial Intelligence; Chemoinformatics - Computational Chemistry,2025-06-27T09:50:19.194Z,"[{'title': 'Supplementary Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685bffd93ba0887c338fd99b/original/supplementary-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685bf7b4c1cb1ecda0088c38/original/bitter-translate-a-natural-language-processing-and-machine-learning-based-framework-for-mapping-bitter-taste-receptor-agonism.pdf
10.26434/chemrxiv-2025-ct5k8-v4,Considering the Ethics of Large Machine Learning Models in the Chemical Sciences,"Foundation models, including large language models, vision-language models, and similar large-scale machine learning tools, are quickly becoming ubiquitous in society and in the professional world. Chemical practitioners are not immune to the appeal of foundation models, nor are they immune to the many risks and harms that these models introduce. In this work, I present the first analysis of foundation models using the combined lens of scientific ethics and chemical professional ethics. I find that general-purpose generative foundation models are in many ways incompatible with the ethical practice of chemistry, though there are fewer ethical problems with chemistry-specific foundation models. My discussion concludes with an examination of how the harm associated with foundation models can be minimized and further poses a set of lingering questions for chemical practitioners and scientific ethicists.",Theoretical and Computational Chemistry; Chemical Education; Chemical Education - General; Machine Learning; Artificial Intelligence,2025-06-26T05:05:09.060Z,"[{'title': 'Supplementary Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/68598b131a8f9bdab524a6a7/original/supplementary-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/68598b131a8f9bdab524a69b/original/considering-the-ethics-of-large-machine-learning-models-in-the-chemical-sciences.pdf
10.26434/chemrxiv-2025-dm67f,Integrating Bilinear Transduction with Message Passing Neural Networks for Improved ADMET Property Prediction,"With the increasing application of machine learning and deep learning in drug discovery comes the significant challenge of addressing censored molecular property datasets. Pharmaceutical assays frequently generate censored data where measurement limitations prevent recording exact values beyond predetermined thresholds. Standard deep learning approaches struggle with this censoring, often producing systematic prediction errors even for in-distribution molecules. Building on the established strengths of Chemprop and the concept of bilinear transduction, we present a method that integrates bilinear transduction into the Chemprop message-passing neural network. This integration allows us to effectively leverage domain-specific structural relationships between molecules, addressing current limitations in molecular property prediction. Our comprehensive evaluation across multiple ADMET (absorption, distribution, metabolism, excretion, and toxicity) properties demonstrate that our method outperforms standard D-MPNN baselines, with improvements exceeding 100% for heavily censored datasets like CYP2C9 inhibition and CYP2D6 inhibition. This practical solution requires no additional experimental measurements while improving ADMET property prediction accuracy, particularly in the challenging high-censoring regimes common in pharmaceutical research.",Theoretical and Computational Chemistry; Biological and Medicinal Chemistry; Computational Chemistry and Modeling; Artificial Intelligence; Chemoinformatics - Computational Chemistry,2025-06-25T15:48:10.497Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6858f0401a8f9bdab50eb93a/original/integrating-bilinear-transduction-with-message-passing-neural-networks-for-improved-admet-property-prediction.pdf
10.26434/chemrxiv-2025-bdlj7,Unprecedented robustness of physics-informed atomic energy models at and beyond room temperature,"Machine-learned potentials have become widely adopted alternatives to traditional electronic structure and molecular mechanics methods. However, despite excelling on fixed test sets, machine-learned potentials remain prone to instability when deployed in molecular dynamics simulations, particularly at elevated temperatures. Here we present the first physics-informed Gaussian process (GP)-based atomic energy models that achieve practically unlimited stability in NVT simulations at temperatures as high as 1000 K. Our findings highlight the importance of the GP prior mean function and demonstrate the models' ability to predict restoring forces that preserve the system’s physical integrity. The quantum chemical topology information embedded in these models acts as an inductive bias to mitigate arbitrary fluctuations in the predicted atomic energies. Finally, the models' robustness is evidenced by 50 successful simulations of four flexible organic molecules (peptide-capped glycine and serine, malondialdehyde and aspirin) yielding a cumulative simulation time of 0.5 microsecond completed within two CPU days. ",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Theory - Computational; Machine Learning,2025-06-27T12:17:13.596Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685c404cc1cb1ecda012311e/original/unprecedented-robustness-of-physics-informed-atomic-energy-models-at-and-beyond-room-temperature.pdf
10.26434/chemrxiv-2025-8bj2t-v4,Solvation free energies of anions: from curated reference data to predictive models,"Predicting the physicochemical properties of ionizable solutes, including solubility and lipophilicity, is of broad significance. Such predictions rely on the accurate determination of solvation free energies for ions. However, the limited availability of high-quality reference data poses a challenge in developing accurate, inexpensive computational prediction methods. In this study, we address both issues of data quality and availability. We present three databases and models related to ionic phenomena: 1 (1) 8,241 pK a datapoints across 8 solvents, (2) 5,536 gas-phase acidities from DLPNO- CCSD(T) QM calculations, and (3) 6,090 solvation free energies of anions across 8 solvents obtained from a thermodynamic cycle. We also report 6,088 solvation free energies of neutral conjugate solutes computed using the COSMO-RS method. The pKa data were obtained from the iBonD database, cleaned, and combined with a separate compilation of trustworthy reference pKa data. Gas-phase acidities were computed for most of the acids present in the pKa corpus. Leveraging these data, we compiled values for solvation free energies of anions. We then trained several graph neural network models, which can be used as an alternative to QM approaches to quickly estimate these properties. The pKa and gas-phase acidity models accept reaction SMILES strings of the acid dissociation as inputs, whereas the solvation energy model accepts the SMILES string of the anion. Our microscopic pKa model achieves good accuracy, with an overall test mean average error of 0.58 units on unseen solutes and 0.59 on the SAMPL7 challenge (the lowest error so far among multi-solvent models). Our gas-phase acidity model had mean absolute errors slightly above 2 kcal/mol when evaluated against experimental data. The anionic solvation free energy model had mean absolute errors of less than 3 kcal/mol in several test evaluations, comparable to (though less reliable than) several widely-used QM-based solvation models. The models and data are free and publicly available.",Theoretical and Computational Chemistry; Physical Chemistry; Organic Chemistry; Computational Chemistry and Modeling; Machine Learning; Thermodynamics (Physical Chem.),2025-06-27T12:06:07.422Z,"[{'title': 'Supporting information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685aed64c1cb1ecda0d4f0eb/original/supporting-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685aed64c1cb1ecda0d4f0d6/original/solvation-free-energies-of-anions-from-curated-reference-data-to-predictive-models.pdf
10.26434/chemrxiv-2025-4pz58-v2,How Do Food Compounds Interact with Their Protein Targets? Alternative Modes for Protein Binding,"A large body of research is oriented towards the determination of the mechanism of action of food compounds at the molecular level, in order to rationalize the important role of these molecules in health, and as source of new drugs. In this work we perform a systematic analysis of all the food-protein complexes at atomic resolution present in the Protein Data Bank. We analyze both the interaction types used in their binding, as well as the functional groups involved in these. For the analysis, food compounds are divided into a set of molecules derived from fatty lipids (FoodFL, which includes glycerolipids, glycerophospholipids, and fatty acyls), and the rest of the molecules (FoodnoFL), since these correspond to highly dissimilar chemical spaces. As a control, a set of drugs is used. From this analysis it is found that the three compound sets provide very different solutions to the protein-ligand binding problem. FoodnoFL compounds stabilize their binding mainly through hydrogen bonds, salt bridges, cation-π interactions, and metal coordination, while FoodFL do so through hydrophobics and close contacts. In turn, drugs prefer the use of hydrophobic, π-π, cation-π, and halogen bonds interactions. These differences result from differences in the types and relative abundances of functional groups, and/or differential usage of interaction types by the same functional groups. This knowledge can be exploited in the design new drugs inspired in food compounds. ",Theoretical and Computational Chemistry; Biological and Medicinal Chemistry; Chemical Biology; Machine Learning; Chemoinformatics - Computational Chemistry,2025-06-26T10:55:04.799Z,"[{'title': 'Table S1. Matching of functional groups from EFGs with BINANA 2 interactions', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685bb64ec1cb1ecda0f9e2c0/original/table-s1-matching-of-functional-groups-from-ef-gs-with-binana-2-interactions.xlsx'}, {'title': 'Additional File 1', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685bb64ec1cb1ecda0f9e2c5/original/additional-file-1.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685bb64ec1cb1ecda0f9e2b5/original/how-do-food-compounds-interact-with-their-protein-targets-alternative-modes-for-protein-binding.pdf
10.26434/chemrxiv-2025-jb2f5,Multi-Solvent Graph Neural Network for Reduction Potential Prediction across the Chemical Space,"Reduction potentials of redox-active molecules and materials are essential descriptors of their performance as catalysts, antioxidants, electrode materials, etc. For a given species, its practical applications often span a range of solvent environments, which profoundly impact its redox properties. In this work, we present a message passing graph neural network architecture with a set transformer readout trained on ca. 20,000 reduction potentials of chemically diverse closed- and open-shell organic redox-active molecules (the “ReSolved” dataset), computed using a rigorously benchmarked density functional theory procedure. The predictor model affords high accuracy with mean absolute errors of ca. 0.2 eV and is uniquely able to generalise to previously unseen solvents. We couple this architecture with an evolutionary algorithm to inverse-design synthetically accessible candidate molecules with target reduction potentials for several battery-related practical applications.",Theoretical and Computational Chemistry; Physical Chemistry; Organic Chemistry; Physical Organic Chemistry; Computational Chemistry and Modeling; Machine Learning,2025-06-26T10:26:23.030Z,"[{'title': 'Supporting Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685aa726c1cb1ecda0cc3375/original/supporting-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685aa5243ba0887c335198f4/original/multi-solvent-graph-neural-network-for-reduction-potential-prediction-across-the-chemical-space.pdf
10.26434/chemrxiv-2025-rdsd0-v2,Chemical Space Exploration with Artificial ”Mindless” Molecules,"We introduce MindlessGen, a Python-based generator for creating chemically diverse, “mindless” molecules through random atomic placement and subsequent geometry optimization. Using this framework, we constructed the MB2061 benchmark set, containing 2061 molecules with high-level PNO-LCCSD(T)-F12 reference data for decomposition reactions mediated by H₂. This set provides a challenging benchmark for testing, validation, and training of density functional approximations (DFAs), semiempirical methods, force fields, and machine learning potentials using molecular structures beyond the conventional chemical space. For DFAs, we initially hypothesized that highly parameterized functionals might perform poorly on this set. However, no consistent relationship between fitting strategy and accuracy was observed. A clear Jacob’s ladder trend emerges, with ωB97X-2 achieving the lowest mean absolute error (MAE) of 8.4 kcal·mol⁻¹ and r²SCAN-3c offering a robust cost-efficient alternative (19.6 kcal·mol⁻¹). Furthermore, we discuss the performance of selected semiempirical methods and contemporary machine learned interatomic potentials.",Theoretical and Computational Chemistry; Computational Chemistry and Modeling; Machine Learning; Artificial Intelligence,2025-06-26T10:17:22.293Z,"[{'title': 'ESI1', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685a88d5c1cb1ecda0c86f8d/original/esi1.pdf'}, {'title': 'ESI2', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685a88d5c1cb1ecda0c86f92/original/esi2.ods'}, {'title': 'Benchmark Set', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685a88d5c1cb1ecda0c86f97/original/benchmark-set.zip'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685a88d5c1cb1ecda0c86f7f/original/chemical-space-exploration-with-artificial-mindless-molecules.pdf
10.26434/chemrxiv-2025-1bndt,Dynamics of gold nanocluster on MgO surface with F-center defect,"Gold nanoclusters supported on oxide surfaces exhibit enhanced catalytic activity due to charge redistribution at defect sites and strong metal–support interactions. In this study, we employ machine‑learned interatomic potential-based simulations to investigate the dynamics of Au$_8$ nanoclusters adsorbed on an oxygen‑vacancy (F‑center) defected MgO(100) surface. on-the-fly probability-enhanced sampling (OPES) simulations driven by a graph neural network–based collective variable reveal the low‑energy conformational landscape of Au$_8$ and the preferred binding site of CO, while machine-learned Bader charges uncovers an inverse correlation between Au–Au coordination number and localized negative charge in undercoordinated Au atoms. The most stable Au$_8$ conformer was then used to probe CO adsorption, demonstrating that CO preferentially binds to the most negatively charged undercoordinated Au sites. These findings highlight how defect‑mediated charge transfer and cluster morphology together dictate adsorption behavior and catalytic functionality on oxide supports.",Theoretical and Computational Chemistry; Physical Chemistry; Catalysis; Computational Chemistry and Modeling; Machine Learning; Clusters,2025-06-26T07:58:24.473Z,"[{'title': 'Supporting Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685a2b0b1a8f9bdab539076a/original/supporting-information.pdf'}, {'title': 'Video S1', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685a409a1a8f9bdab53c6e37/original/video-s1.mp4'}, {'title': 'Video S2', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685a56091a8f9bdab53ecd05/original/video-s2.mp4'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/685a28eac1cb1ecda0bb71f6/original/dynamics-of-gold-nanocluster-on-mg-o-surface-with-f-center-defect.pdf
10.26434/chemrxiv-2025-d2s45,Radical Reactivity Ratio Predictions for Copolymers with an Interpretable Machine Learning Model,"Accurate predictions of reactivity ratios (RRs) are crucial for understanding and controlling copolymerization kinetics and the resulting copolymer microstructure.  While various methods have been proposed for RR prediction, prior efforts have been limited by a lack of data accessibility, model interpretability, and out-of-distribution performance on new chemical spaces. We address these challenges by assembling a dataset of copolymer RRs extracted from the experimental literature and then developing a machine learning model that demonstrates robustness in predicting RRs for diverse monomers and radical chemistries.  SHAP analysis of the machine learning model reveals the significant role of frontier molecular orbital interactions, corroborating earlier RR prediction models emphasizing the bipolar reactivity of radicals in copolymerization. Importantly, this interpretable machine learning model leads to an intuitive argument based on the relative chemical potential and chemical hardness of comonomers that enables predictions of copolymerization regimes based on simple density functional theory. ",Theoretical and Computational Chemistry; Organic Chemistry; Polymer Science; Polymerization (Polymers); Polymerization kinetics; Machine Learning,2025-06-26T05:23:26.998Z,"[{'title': 'Supporting Information', 'assetLink': 'https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6859a3bd3ba0887c332f7fea/original/supporting-information.pdf'}]",https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6859a1d03ba0887c332f55a8/original/radical-reactivity-ratio-predictions-for-copolymers-with-an-interpretable-machine-learning-model.pdf
10.26434/chemrxiv-2025-vjqhg,A general small language model (SLM) approach to examining scientific trends through conference proceedings: application to the 2019 and 2024 annual meetings of the Brazilian Chemical Society ,"Large Language Models (LLMs) are a machine learning technique that has transformed natural language processing. However, their large computational demands limit their accessibility, leading to the development of Small Language Models (SLMs), which, by running locally on a microcomputer, made AI-driven language processing and enhanced control for text analysis widely accessible. In this work, we use an SLM to analyze the evolution of Chemistry in Brazil by comparing data from the 2019 and 2024 Brazilian Chemical Society meetings (RASBQ). These annual meetings have been gathering over 2,000 researchers of all levels since 1978. We demonstrate the viability of SLMs for extracting and structuring large volumes of text from scientific events collected in annals or books of abstracts, thus enabling comprehensive comparative analyses that would otherwise be impractical. Our methodology extracts abstracts from the RASBQ digital proceedings and processes them using SLMs. These models converted the textual content into structured, manipulable data, thus enabling us to conduct a semantic and statistical analysis of the two events. The results highlight how SLMs can efficiently transform unstructured scientific proceedings into tractable data, thereby saving significant time and resources. The comparison between the 2019 and 2024 events revealed notable changes in thematic distribution, institutional participation, and potential regional impacts, underscoring the importance of data standardization in automated analyses. This work ultimately reinforces the growing role of language models as powerful allies in scientific production and analysis, especially when used critically and supported by consistent statistical methods.",Theoretical and Computational Chemistry; Chemical Education; Machine Learning,2025-06-25T16:19:08.005Z,[],https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6859829b1a8f9bdab523c3b0/original/a-general-small-language-model-slm-approach-to-examining-scientific-trends-through-conference-proceedings-application-to-the-2019-and-2024-annual-meetings-of-the-brazilian-chemical-society.pdf
